image,score
male/black/pexels-ono-kosuki-5648108.jpg,2.875
male/hispanic/beard-5216825_1920.jpg,6.65
male/asian/mathieu-neuilly-BTBAoU_taRU-unsplash.jpg,4.666666666666667
male/asian/bibek-thakuri-J_9xThkkGEM-unsplash.jpg,5.638157894736842
female/hispanic/pretty-2682798_1920.jpg,7.068965517241379
female/caucasian/karoline-soares-BBOnm6XLdQo-unsplash.jpg,7.805555555555556
male/caucasian/person-4556344_1920.jpg,5.11
female/black/girl-1868930_1920.jpg,5.555555555555555
male/caucasian/anastasia-vityukova-0jSd5XW58Ak-unsplash.jpg,4.961111111111111
female/hispanic/farhad-eidi-yfefPhTFWU8-unsplash.jpg,6.333333333333333
female/caucasian/woman-3718859_1920.jpg,4.571428571428571
female/asian/outdoors-3341719_1920.jpg,6.0
male/caucasian/male-467711_1920.jpg,6.0
male/caucasian/human-3094550_1280.jpg,6.155555555555556
female/caucasian/sofia--LNdco1UgNY-unsplash.jpg,9.625
male/mideastern/meysam-jarahkar-SaQf2X_qZSU-unsplash.jpg,5.961538461538462
female/caucasian/bruce-dixon--lYtsl62gyU-unsplash.jpg,7.384615384615385
female/caucasian/juan-rojas-I3MF44-GrKs-unsplash.jpg,6.607142857142857
female/hispanic/26.jpg,7.380952380952381
female/black/jessica-felicio-YEbFUPYfUlo-unsplash.jpg,4.107142857142857
male/hispanic/toa-heftiba-w1ftQyDNF3U-unsplash.jpg,6.818181818181818
female/asian/raychan-sw30Y2Ek5t0-unsplash.jpg,6.5
male/mideastern/zabih-khan-SQWDVRdjp2E-unsplash.jpg,5.211538461538462
female/mideastern/tyler-nix-aSIw_EnF71g-unsplash.jpg,6.02
male/mideastern/portrait-2529904_1920.jpg,3.8
female/black/pexels-marcelo-dias-2448994.jpg,7.555555555555555
male/indian/ali-kazal-Su_3F-rsTFE-unsplash.jpg,5.670370370370371
female/asian/women-4445664_1920.jpg,7.35632183908046
female/caucasian/girl-657753_1920.jpg,7.793103448275862
female/mideastern/pexels-anna-tarazevich-5119587.jpg,6.111111111111111
male/caucasian/isaac-reynaldo-70BSk8hT52k-unsplash.jpg,5.130081300813008
female/caucasian/portrait-3216220_1920.jpg,6.821428571428571
female/asian/agung-pratamah-Xdm08vqsFrs-unsplash.jpg,6.857142857142857
male/caucasian/man-1161334_1920.jpg,3.935
male/black/sudanese-2895751_1920.jpg,2.947368421052631
male/hispanic/yogendra-singh-owqFcZRWzTw-unsplash.jpg,6.166666666666667
male/caucasian/model-4759613_1920.jpg,3.76241134751773
male/caucasian/face-2171923_1920.jpg,5.150943396226415
female/asian/faizfajer-VzmoR9Meu3w-unsplash.jpg,6.818181818181818
male/caucasian/man-3177583_1920.jpg,5.889937106918238
male/black/joshua-rodriguez-3H4PToAVncA-unsplash.jpg,3.6
male/caucasian/teenager-398355_1920.jpg,4.986666666666666
female/caucasian/nikita-shirokov-v2RUpFTS3mo-unsplash.jpg,7.785714285714286
male/mideastern/biceps-2746490_1920.jpg,6.007092198581561
male/caucasian/young-507297_1920.jpg,5.479166666666667
male/caucasian/chalo-garcia-2mWKL_I70qk-unsplash.jpg,6.3130081300813
female/mideastern/ana-itonishvili-tsqu8UcbL3w-unsplash.jpg,7.0
male/hispanic/model-4448780_1920.jpg,6.735294117647059
male/indian/boy-1119239_1920.jpg,5.111111111111111
male/hispanic/black-and-white-1282264_1920.jpg,6.894444444444444
male/hispanic/antoine-da-cunha-r8AEmsxbf1A-unsplash.jpg,6.355902777777779
female/mideastern/ashkan-forouzani-SNYaOnl22u8-unsplash.jpg,4.3
female/black/chelsea-ferenando-LmYENEcVmqM-unsplash.jpg,6.3
female/indian/juanma-velasquez-la7uU1hQ_nM-unsplash.jpg,7.657894736842105
female/hispanic/patrick-gillespie-8j0CTWsImzo-unsplash.jpg,7.083333333333333
male/asian/emir-taner-bTe1h3b8Ncc-unsplash.jpg,4.0
male/caucasian/james-barr-G6ACpD4bPOw-unsplash.jpg,6.815315315315315
female/caucasian/d02.jpg,8.818181818181818
female/caucasian/freestocks-9UVmlIb0wJU-unsplash.jpg,7.862068965517241
male/asian/mark-decile-6K_081J_d5A-unsplash.jpg,6.5
male/mideastern/people-3309614_1920.jpg,4.35886524822695
male/asian/gabriel-tovar-E6gYWTFDsQI-unsplash.jpg,3.75
male/caucasian/boy-1185446_1920.jpg,6.127906976744186
male/asian/kahar-erbol-ifl-af6d_0c-unsplash.jpg,2.736842105263158
male/caucasian/logan-weaver--A5R9HBwjaE-unsplash.jpg,6.687074829931972
female/asian/joeyy-lee-pCcPFfJ-LzM-unsplash.jpg,6.666666666666667
female/hispanic/pexels-tha¿¬s-silva-3135649.jpg,7.111111111111111
male/black/beard-1834429_1920.jpg,4.781045751633987
female/mideastern/allef-vinicius-BqNEe_ZAtxg-unsplash.jpg,7.634615384615385
male/black/curtis-powell-3mMvCsW6ZYs-unsplash.jpg,5.924242424242423
male/hispanic/jaime-spaniol-0g9FHYb3IEY-unsplash.jpg,7.083333333333333
female/caucasian/vlad-baranov-PoZcPg18Qm0-unsplash.jpg,7.107142857142857
female/asian/woman-5573135_1920.jpg,7.184210526315789
male/black/david-todd-mccarty-NXlQ2PnzMGg-unsplash.jpg,4.248062015503876
male/caucasian/pexels-daisa-tj-3408420.jpg,6.0
female/caucasian/janko-ferlic-70NsMQvAYHE-unsplash.jpg,5.14
female/black/girl-444688_1920.jpg,4.62962962962963
male/caucasian/cade-renfroe-V0U3m342g1Y-unsplash.jpg,5.069767441860465
male/hispanic/joam-lima-vxwjMDcS_6Q-unsplash.jpg,5.42063492063492
female/asian/fashion-4257904_1920.jpg,6.931034482758621
female/caucasian/woman-3240094_1920.jpg,7.141025641025641
female/asian/7.jpg,6.608333333333334
female/caucasian/eleanor-Xd3J56n0d2Q-unsplash.jpg,6.892857142857143
female/caucasian/jennifer-marquez--shIc419kMU-unsplash.jpg,6.912280701754386
female/caucasian/pexels-keli-santos-1853268.jpg,7.111111111111111
male/mideastern/chris-blonk-l1U_iSgNRGY-unsplash.jpg,4.586805555555555
female/caucasian/woman-751236_1920.jpg,8.25925925925926
male/hispanic/g_13.jpg,6.6
female/caucasian/model-299694_1920.jpg,6.861111111111111
male/asian/marsha-dhita-uHIN59WI_zc-unsplash.jpg,7.0
male/indian/pratik-gupta-PeG9dqAbyjE-unsplash.jpg,4.5
male/hispanic/ronny-sison-U9G_SPVlGd0-unsplash.jpg,4.833333333333333
female/caucasian/hairdresser-4564268_1920.jpg,4.642857142857143
male/caucasian/male-4494498_1920.jpg,6.073333333333334
male/caucasian/selfie-4302321_1920.jpg,5.519230769230769
female/asian/pexels-raydar-341970.jpg,8.5
female/black/pexels-ezekixl-akinnewu-950243.jpg,5.777777777777778
male/indian/jordyn-montague-nV7GRL8ooJg-unsplash.jpg,6.157894736842105
male/asian/pexels-chevanon-photography-2421934.jpg,2.0
female/hispanic/david-suarez-d81WD5Q87E0-unsplash.jpg,7.545454545454546
female/caucasian/actress-1893312_1920.jpg,7.241379310344827
female/asian/girl-1721429_1920.jpg,6.30952380952381
female/mideastern/pexels-bran-sodre-1852345.jpg,7.111111111111111
female/caucasian/portrait-3364406_1920.jpg,6.038461538461538
male/caucasian/alfred-kenneally-JwzpdmSYIDc-unsplash.jpg,5.82
female/caucasian/laura-dewilde-dhCxlHodZvM-unsplash.jpg,7.555555555555555
male/caucasian/scarf-3339049_1920.jpg,6.724206349206348
female/black/woman-5932291_1920.jpg,5.111111111111111
female/caucasian/andriyko-podilnyk-jFAG_ixCrsM-unsplash.jpg,7.884615384615385
female/caucasian/girl-4930782_1920.jpg,6.642857142857143
female/indian/thanks-1209247_1920.jpg,7.0
male/black/pexels-areous-ahmad-2122949.jpg,6.888888888888889
male/hispanic/betzy-arosemena-Mx15HMZGQzY-unsplash.jpg,5.5
female/mideastern/carlos-lindner-cMGFhR6YCZM-unsplash.jpg,6.076923076923077
female/caucasian/jen-theodore-i6iVOXfZM0s-unsplash.jpg,4.923076923076923
male/caucasian/nate-J5U-22o1ubw-unsplash.jpg,7.114583333333333
male/caucasian/ludovic-migneault-4uj3iZ5m084-unsplash.jpg,5.451388888888888
female/indian/model-5576784_1920.jpg,7.444444444444445
male/caucasian/pexels-andrea-piacquadio-3831631.jpg,5.0
male/indian/himanshu-dewangan-brk2ZfYTOp8-unsplash.jpg,6.06
female/caucasian/young-610543_1920.jpg,7.45
male/caucasian/kyryll-ushakov-S3DMQzP6QG8-unsplash.jpg,6.193181818181818
female/caucasian/camila-quintero-franco-8NDuYUjSMiY-unsplash.jpg,5.72
female/indian/32.jpg,6.973684210526316
male/caucasian/austin-human-Ec7cHN7ofi0-unsplash.jpg,5.920138888888888
male/caucasian/cody-chan-TeAj27VRKzg-unsplash.jpg,6.892361111111111
female/mideastern/allef-vinicius-yOp7FXdn3cM-unsplash.jpg,5.055555555555555
male/hispanic/face-3265605_1920.jpg,3.843137254901961
female/black/39.jpg,5.142857142857143
female/black/female-4899174_1920.jpg,5.827586206896552
male/mideastern/ashkan-forouzani-Qqchjk9bk9U-unsplash.jpg,3.476744186046512
female/caucasian/woman-2293390_1920.jpg,6.092592592592593
male/mideastern/male-4443092_1920.jpg,4.93
male/mideastern/ashkan-forouzani-g0H0eazR5-M-unsplash.jpg,5.298449612403101
male/mideastern/artist-3852896_1920.jpg,5.574786324786325
female/caucasian/girl-3023831_1920.jpg,6.928571428571429
male/black/pexels-c-technical-6612112.jpg,4.0
female/mideastern/pexels-pixabay-35551.jpg,7.222222222222222
female/asian/bui-thanh-tam-D6meliiyaWs-unsplash.jpg,6.888888888888889
male/caucasian/boy-3008920_1920.jpg,5.809523809523809
female/caucasian/beautiful-young-woman-635271_1920.jpg,6.464285714285714
male/caucasian/smirk-4778656_1920.jpg,5.243589743589744
female/indian/kunal-goswami-YHSohAq-PuI-unsplash.jpg,7.758620689655173
male/asian/farhan-shaikh-iylgKUdIljc-unsplash.jpg,4.984496124031008
female/mideastern/alex-michaelsen-twXWoTWOUeQ-unsplash.jpg,5.197530864197531
female/hispanic/omid-armin-xOjzehJ49Hk-unsplash.jpg,6.892857142857143
female/mideastern/jan-kopriva-VKHv4GLr5O0-unsplash.jpg,6.083333333333333
male/caucasian/foto-sushi-6anudmpILw4-unsplash.jpg,4.888888888888889
male/mideastern/alireza-esmaeeli-Twu-xDzDqGg-unsplash.jpg,6.068027210884353
male/mideastern/jesus-eca-wU4hzVf122M-unsplash.jpg,5.083333333333333
male/asian/face-1391628_1920.jpg,6.346938775510204
female/caucasian/people-3057299_1920.jpg,6.907407407407407
male/mideastern/mhrezaa-iOrq0FnSQTE-unsplash.jpg,7.181818181818182
female/indian/woman-5922147_1920.jpg,3.333333333333333
male/caucasian/andreea-pop-bTVliFTsdHI-unsplash.jpg,5.873758865248226
female/caucasian/helena-lopes-LSdo2qHFI8k-unsplash.jpg,5.141975308641975
male/asian/ali-yahya-155huuQwGvA-unsplash.jpg,6.636363636363637
female/caucasian/fezbot2000-V4CU3OBsrEk-unsplash.jpg,7.592592592592593
male/asian/darshan-patel-QJEVpydulGs-unsplash.jpg,5.416666666666667
male/mideastern/sexy-3049894_1920.jpg,7.252136752136753
male/black/guy11.jpg,5.481944444444444
male/caucasian/hashim-hadi-XLvLGDu_5wE-unsplash.jpg,5.893162393162393
female/black/pexels-ike-louie-natividad-3310695.jpg,5.333333333333333
female/indian/arvin-keynes-IPETsB4dcCs-unsplash.jpg,7.070175438596491
female/asian/hijab-5090230_1920.jpg,5.786666666666667
female/indian/f14.jpg,7.25
female/indian/woman-5604742_1920.jpg,8.25
male/caucasian/jassir-jonis-Hr9BKfMF6QE-unsplash.jpg,5.752252252252252
female/asian/john-mark-ramos-SGINHNM-vhk-unsplash.jpg,4.763157894736842
female/asian/tong-nguyen-van-wXnaknPMpK0-unsplash.jpg,5.416666666666667
male/hispanic/alex-suprun-ZHvM3XIOHoE-unsplash.jpg,6.454545454545454
female/caucasian/carlos-lindner-DkSkgaPie8s-unsplash.jpg,5.857142857142857
male/indian/man-5465741_1920.jpg,5.428571428571429
male/hispanic/paul-castanie-ukPQ7WBznvQ-unsplash.jpg,6.623931623931625
female/caucasian/girl-3447599_1920.jpg,6.896551724137931
male/asian/lex-faure-u4yvBG2wU30-unsplash.jpg,3.699186991869919
male/hispanic/man-2482464_1920.jpg,6.225000000000001
